numero,descripcion,voltaje,campos,equipo,img
5,FIAT TIPO con motores 1.4 y 1.6 - RENAULT 9-11-12-21 - TRAFIC con escobillas,12 Volts,4 Campos,ARGELITE-URUGUAY,campo-1
50,DODGE camion 8 cilindros D100 - 400 - 700 - 900. 3 campos de planchuela y 1 auxiliar. Código 9.001.453.474 - 203 - 01.,12 Volts,4 Campos,ARGELITE-URUGUAY,campo-2
500,DODGE POLARA Modelo 57. 3 campos de planchuela y 1 auxiliar.,12 Volts,4 Campos,AUTOLITE-CHRYSLER,campo-3
505,DODGE 57 (3 campos de planchuela y 1 auxiliar),12 Volts,4 Campos,CHRYSLER,default-card
510,ALFA ROMEO - BMW LARGO. Código 001.311.042. Con escobillas.,12 Volts,4 Campos,BOSCH,campo-4
515,ALFA ROMEO - BMW CORTO. Con escobillas.,12 Volts,4 Campos,BOSCH,default-card
520,AUTO UNIÓN,6 Volts,4 Campos,BOSCH,campo-5
530,AUTO UNIÓN. Modelo OPEL K180,12 Volts,4 Campos,BOSCH,campo-6
535,AUTO UNIÓN,12 Volts,4 Campos,BOSCH,default-card
539,BPD PRINCIPAL,24 Volts,2 Campos,BOSCH,default-card
540,BORDWARD 2.5 Y MERCEDES BENZ 608,12 Volts,4 Campos,BOSCH,campo-7
550,BORWARD 2.5 REFORMA,24 Volts,4 Campos,BOSCH,campo-8
560,BMW CÓDIGO CORTO,12 Volts,4 Campos,BOSCH,campo-9
570,CHEVETTE Modelo 70 al 81 - GM VW - Camiones DODGE 1800 - FORD PICK UP F75 - TRUCKS JEEP MAVERICK 4 y 6 cilindros.,12 Volts,4 Campos,BOSCH,campo-10
580,CHEVETTE DIESEL,12 Volts,4 Campos,BOSCH,campo-11
590,"SCANIA VABIS - VOLVO - FIAT MWM - MBB - CATERPILLAR - ATLAS - COPCO - CUMMINS - KOMATSU - MAXION - JI CASE DELCO REMY - HEINCHEL. Con equipo ALFKB LARGO 5,5 KW. Con auxiliares internos.",24 Volts,4 Campos,BOSCH,campo-12
5000,SCANIA VABIS TURBO BR 116 - FIAT IVECO - Camiones 160 y 21. Con equipo ALFKB CORTO. Con auxiliares internos.,24 Volts,4 Campos,BOSCH,campo-13
5010,"SCANIA VABIS - VOLVO - CAMION FH 12 - FIAT IVECO. Camion EURO TRAKKER con motor 8210 42L-8210 42K 5,5KW. Con equipo ALFKB MEDIANO. Con auxiliares internos.",24 Volts,4 Campos,BOSCH,campo-14
5020,FIAT FERROCARRIL COCHE MOTOR. Con auxiliares internos.,72 Volts,6 Campos,BOSCH,campo-15
5030,FIAT 150 TURBO,24 Volts,4 Campos,BOSCH,campo-16
5040,FIAT DUNA - SPAZIO - UNO - 147 - FORD GALAXY. Con salida pasacable y escobillas,12 Volts,4 Campos,BOSCH,campo-17
5050,FIAT DUNA - SPAZIO - UNO - 147 - FORD GALAXY. Con salida pasacable y escobillas. REFORZADO para GNC,12 Volts,4 Campos,BOSCH,campo-18
5060,FIAT DUNA - DUCATTO - 147 - SPAZIO. Con motor 1700 GASOLERO,12 Volts,4 Campos,BOSCH,campo-19
5070,FORD TRANSIT - PEUGEOT BOXER,12 Volts,4 Campos,BOSCH,campo-20
5080,FORD TAUNUS y GRANADA,12 Volts,4 Campos,BOSCH,campo-29
5090,FORD ESCORT XR3 (ingles) - PEUGEOT 504 Modelo 80. Con escobillas.,12 Volts,4 Campos,BOSCH,campo-30
5100,FORD OM. Con motor ALEMAN,12 Volts,4 Campos,BOSCH,campo-21
5110,FORD OM. Con motor ALEMAN,24 Volts,4 Campos,BOSCH,campo-22
5120,HONDA,12 Volts,4 Campos,BOSCH,campo-23
5125,HONDA GNC,12 Volts,4 Campos,BOSCH,default-card
5130,B.N.G. PRINCIPAL - MERCEDES BENZ 1112 - 1114 - 3500 - MAN - MAGIRUZ DEUTZ HANOMAG TRACTOR - FIAT SOMECA TRACTOR,12 Volts,2 Campos,BOSCH,campo-24
5140,B.N.G. PRINCIPAL - MERCEDES BENZ 1112 - 1114 - 3500 - MAN (REFORZADO),24 Volts,2 Campos,BOSCH,campo-25
5150,MERCEDES BENZ JEEP. Con colector FRONTAL. Código 001.318.004,24 Volts,4 Campos,BOSCH,campo-26
5160,MERCEDES BENZ KE. Código 000.142.011,24 Volts,4 Campos,BOSCH,campo-27
5170,MERCEDEZ BENZ 220. Giro derecho,12 Volts,4 Campos,BOSCH,campo-28
5180,MERCEDES BENZ 280 TURBO,12 Volts,4 Campos,BOSCH,campo-31
5190,MERCEDES BENZ 220 DIESEL UNIMOG CORTO - OPEL ASCONAJE. Puente de 1 agujero.,12 Volts,4 Campos,BOSCH,campo-32
5200,MERCEDES BENZ Camiones SUPER TORKE del 1632 al 1938 y OMNIBUS 374 y 449. Con TORNILLO y auxiliares internos.,24 Volts,4 Campos,BOSCH-WAPSA,campo-33
5210,MERCEDES BENZ Camiones SUPER TORKE con motor VW CUMMINS. Con TORNILLO y auxiliares internos.,12 Volts,4 Campos,BOSCH-WAPSA,campo-34
5220,MERCEDEZS BENZ UNIMOG LARGO,12 Volts,4 Campos,BOSCH,campo-35
5230,MERCEDES BENZ 921 UNIMOG LARGO y SCANIA P93 y P94,24 Volts,4 Campos,BOSCH,campo-36
5240,MERCEDES BENZ Modelo 86 - FIAT 150 TURBO DIESEL,12 Volts,4 Campos,BOSCH,default-card
5250,MERCEDES BENZ 1114 y 1517 - ZANELLO TRACTOR JF. Puente de 2 agujeros. Código 9.001.083.575,12 Volts,4 Campos,BOSCH-BRASIL,campo-38
5260,MERCEDES BENZ 1114 y 1517 - ZANELLO TRACTOR. JF. Puente de 2 agujeros. Con escobillas. Código 9.000.083.575,12 Volts,4 Campos,BOSCH BRASIL,campo-39
5265,MERCEDES BENZ 1114 y 1517 - ZANELLO TRACTOR. JF. Puente de 1 agujero. Con escobillas. Código 9.000.083.588,12 Volts,4 Campos,BOSCH BRASIL,campo-40
5270,MERCEDES BENZ 1114 y 1517 JF - Modelo Moderno. Puente de 1 agujero. Código 9.000.083.588,12 Volts,4 Campos,BOSCH BRASIL,campo-41
5280,MERCEDES BENZ 1114 y 1517 JF. Puente de 2 agujeros. Código 9.001.083.491.,24 Volts,4 Campos,BOSCH BRASIL,campo-42
5290,MERCEDES BENZ 1114 y 1517 JF. Modelo Moderno. Puente de 1 agujero. Código 9.001.083.574,24 Volts,4 Campos,BOSCH BRASIL,campo-43
5300,MERCEDES BENZ 250 - 280. Código 001.311.042,12 Volts,4 Campos,BOSCH ESPAÑOL,campo-44
5310,MERCEDES BENZ Y JHON DEERE 4 PS,24 Volts,4 Campos,BOSCH ESPAÑOL,campo-45
5320,MERCEDES BENZ 180 UTILITARIO.,12 Volts,4 Campos,BOSCH ESPAÑOL,campo-46
5320,MERCEDES BENZ 180 UTILITARIO. Con PLAQUETA,12 Volts,4 Campos,BOSCH ESPAÑOL,campo-46
5330,MERCEDES BENZ Y JHON DEERE 4 PS,12 Volts,4 Campos,BOSCH ITALIANO,campo-47
5335,FIAT IVECO,12 Volts,4 Campos,MARELLI,default-card
5336,FIAT IVECO,24 Volts,4 Campos,MARELLI,default-card
5340,MERCEDES BENZ Y JHON DEERE 4 PS,24 Volts,4 Campos,BOSCH ITALIANO,campo-48
5350,MONZA NAFTERO,12 Volts,4 Campos,BOSCH,campo-49
5360,OPEL 1100 y SAAB 96,12 Volts,4 Campos,BOSCH,campo-50
5370,PERKINS PICK UP CHEVROLET - FORD JF Pequeño VALMET. PEOUEOT 505 DIESEL,12 Volts,4 Campos,BOSCH BRASIL,campo-51
5380,PEUGEOT 205 - 405,12 Volts,4 Campos,BOSCH,campo-52
5390,RENAULT 9-11-18-19-21 y TRAFICC - VOLKSWAGEN - MWM - FIAT 147 SPAZIO (NAFTERO) - CHEVETTE 1600 - PEUGEOT 504 - 505 - FORD LASER - SAVEIRO Naftero con escobillas.,12 Volts,4 Campos,BOSCH,campo-53
5390,RENAULT 9-11-18-19-21 y TRAFICC - VOLKSWAGEN - MWM - FIAT 147 SPAZIO (NAFTERO) - CHEVETTE 1600 - PEUGEOT 504 - 505 - FORD LASER - SAVEIRO Naftero con escobillas. CON PLAQUETA,12 Volts,4 Campos,BOSCH,campo-53
5400,ZANELLO TRACTOR,12 Volts,4 Campos,BOSCH BRASIL,default-card
5410,VOLKSWAGEN GOL - POLO - PASSAT Con escobillas,12 Volts,4 Campos,BOSCH BRASIL,campo-54
5420,VOLKSWAGEN PASSAT 1300 - 1500 - 1600. con escobillas. MODELO LARGO,12 Volts,4 Campos,BOSCH BRASIL,campo-55
5430,VOLKSWAGEN KONBI - SEDAN 1300 - 1500 GHIA - TL - TC - (MWV) -12. Con escobillas.,12 Volts,4 Campos,BOSCH BRASIL,campo-56
5440,VOLKSWAGEN COCHE - FURGON O KOMBI M.51 ESCARABAJO O FUSCA,6 Volts,4 Campos,BOSCH BRASIL,campo-57
5450,VOLSWAGEN COCHE - FURGO O KOMBI MOD. 51 FUSCA O ESCARABAJO REFORMA,12 Volts,4 Campos,BOSCH BRASIL,campo-58
5451,ESCARABAJO,12 Volts,4 Campos,BOSCH BRASIL,default-card
5460,RASTROJERO IME INDENOR MERCEDEZ BENZ 170 - Con arandelas y aislaciones REFORZADO con flexible,12 Volts,4 Campos,BOSCH-IME,campo-59
5470,RESTROJERO DIESEL E.J.D (REFORZADO) IME INDENOR MERCEDES BENZ 170 - 180,12 Volts,4 Campos,BOSCH,campo-60
5480,AUTO ELEVADOR CLARK motor BMW HITACHI - MERCEDES BENZ UTILITARIO Modelo 86 en adelante,12 Volts,4 Campos,BOSCH-HITACHI,campo-61
5490,ZETOR GRANDE,12 Volts,4 Campos,BOSCH,default-card
5495,ZETOR MODELO NUEVO,12 Volts,4 Campos,BOSCH,default-card
5500,C.A.V.SACNIA VABIS Modelo 66 (2 PRINCIPALES),24 Volts,2 Campos,C.A.V.,campo-63
5501,SCANIA BOSCH-SERIE 5.ELECTRONICO,24 Volts,4 Campos,ELECTRONICO,default-card
5510,MERCEDES BENZ MUSSO PICK UP 4x4 DIESEL 5 CILINDROS.Codigo de arranque 661 151 310,12 Volts,4 Campos,DAEWO,default-card
5520,AUTOLITE - DODGE FARGO - AUTOMOVIL O CAMION CON SOLENIODE,6 Volts,2 Campos,DELCO REMY,campo-65
5530,AUTOLITE - DODGE FARGO - AUTOMOVIL O CAMION CON SOLENIODE REFORMA,12 Volts,2 Campos,DELCO REMY,campo-66
5540,AUTOLITE - DODGE FARGO - AUTOMOVIL O CAMION SIN SOLENIODE,6 Volts,2 Campos,DELCO REMY,campo-67
5550,AUTOLITE - DODGE FARGO - AUTOMOVIL O CAMION SIN SOLENIODE REFORMA,12 Volts,2 Campos,DELCO REMY,campo-68
5560,CHEVROLET BRONCO CANADIENSE,12 Volts,4 Campos,DELCO REMY,default-card
5570,CASE LINCOLN TRACTOR. CON TORNILLO GRUESO LARGO,24 Volts,4 Campos,DELCO REMY,campo-70
5575,CASE LINCOLN CON TORNILLO FINO LARGO,12 Volts,4 Campos,DELCO REMY,campo-71
5580,CASE TRACTOR CON TORNILLO LARGO,12 Volts,4 Campos,DELCO REMY,campo-72
5590,CASE TRACTOR CON TORNILLO FINO LARGO,24 Volts,4 Campos,DELCO REMY,campo-73
5610,CHEVROLET CAMION O PICK-UP ( Eq. IMPORTADO),12 Volts,4 Campos,DELCO REMY,campo-74
5620,CHEVROLET VECTRA,12 Volts,4 Campos,DELCO REMY,default-card
5630,DELCO REMY CAMION APACHE 55 - 57 ( SIN SOLENOIDE),12 Volts,4 Campos,DELCO REMY,campo-76
5640,DELCO REMY COCHE 55 - 57 (CON SOLENOIDE),12 Volts,4 Campos,DELCO REMY,campo-77
5650,DELCO REMY (CÓDIGO DR 1949109 - 1945109 - 1971839 - 19774778),12 Volts,4 Campos,DELCO REMY,campo-78
5660,DELCO REMY Modelo 57 al 59,12 Volts,4 Campos,DELCO REMY,campo-79
5670,JHON DEERE (DOBLE PUENTE - BULON GRUESO),12 Volts,4 Campos,DELCO REMY,campo-80
